 TimeSec      SRC      DST   Cookie                   SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes       Rate
  10.000       SW       HW 0x0ec0eb2710753011         10.0.0.236       10.0.0.235    10000    30000    17        5           true     false    false    2                2.005         0.000         0        6645510
  10.000       SW       HW 0x11e11d2712753211         10.0.1.30       10.0.1.29    10002    30002    17        5           true     false    false    2                2.669         0.000         0        6516583
  10.000       SW       HW 0x0a40a32712753211         10.0.0.164       10.0.0.163    10002    30002    17        5           true     false    false    2                7.603         0.000         0        6188162
  10.000       SW       HW 0x07006f2711753111         10.0.0.112       10.0.0.111    10001    30001    17        5           true     false    false    1                5.744         0.000         0        5565840
  10.000       SW       HW 0x01e01d2715753511         10.0.0.30       10.0.0.29    10005    30005    17        5           true     false    false    1                8.382         0.000         0        5426951
  10.000       SW       HW 0x09008f2712753211         10.0.0.144       10.0.0.143    10002    30002    17        5           true     false    false    1                9.626         0.000         0        5380111
  10.000       SW       HW 0x0da0d92714753411         10.0.0.218       10.0.0.217    10004    30004    17        5           true     false    false    2                7.968         0.000         0        5257961
  10.000       SW       HW 0x03a0392710753011         10.0.0.58       10.0.0.57    10000    30000    17        5           true     false    false    1                5.017         0.000         0        5110653
  10.000       SW       HW 0x0c20c12712753211         10.0.0.194       10.0.0.193    10002    30002    17        5           true     false    false    2                6.177         0.000         0        4942645
  10.000       SW       HW 0x0420412710753011         10.0.0.66       10.0.0.65    10000    30000    17        5           true     false    false    1                2.743         0.000         0        4941623
  10.000       SW       HW 0x0c60c52711753111         10.0.0.198       10.0.0.197    10001    30001    17        5           true     false    false    2                4.662         0.000         0        4910024
  10.000       SW       HW 0x1021012713753311         10.0.1.2       10.0.1.1    10003    30003    17        5           true     false    false    2                6.437         0.000         0        4476576
  10.000       SW       HW 0x12011f2712753211         10.0.1.32       10.0.1.31    10002    30002    17        5           true     false    false    2                7.272         0.000         0        4352378
  10.000       SW       HW 0x0d20d12710753011         10.0.0.210       10.0.0.209    10000    30000    17        5           true     false    false    2                1.881         0.000         0        4321762
  10.000       SW       HW 0x0260252711753111         10.0.0.38       10.0.0.37    10001    30001    17        5           true     false    false    1                2.302         0.000         0        4319883
  10.000       SW       HW 0x0a40a32713753311         10.0.0.164       10.0.0.163    10003    30003    17        5           true     false    false    2                8.145         0.000         0        4301075
  10.000       SW       HW 0x1061052712753211         10.0.1.6       10.0.1.5    10002    30002    17        5           true     false    false    2                7.904         0.000         0        4252686
  10.000       SW       HW 0x06e06d2714753411         10.0.0.110       10.0.0.109    10004    30004    17        5           true     false    false    1                9.378         0.000         0        4233809
  10.000       SW       HW 0x09e09d2712753211         10.0.0.158       10.0.0.157    10002    30002    17        5           true     false    false    2                8.461         0.000         0        4192098
  10.000       SW       HW 0x1021012711753111         10.0.1.2       10.0.1.1    10001    30001    17        5           true     false    false    2                4.733         0.000         0        4121693
  10.000       SW       HW 0x11010f2714753411         10.0.1.16       10.0.1.15    10004    30004    17        5           true     false    false    2                6.652         0.000         0        4049428
  10.000       SW       HW 0x0780772710753011         10.0.0.120       10.0.0.119    10000    30000    17        5           true     false    false    1                1.734         0.000         0        3986197
  10.000       SW       HW 0x0ae0ad2710753011         10.0.0.174       10.0.0.173    10000    30000    17        5           true     false    false    2                1.044         0.000         0        3973186
  10.000       SW       HW 0x1000ff2711753111         10.0.1.0       10.0.0.255    10001    30001    17        5           true     false    false    2                4.218         0.000         0        3922490
  10.000       SW       HW 0x00a0092712753211         10.0.0.10       10.0.0.9    10002    30002    17        5           true     false    false    1                5.499         0.000         0        3906684
  10.000       SW       HW 0x0aa0a92710753011         10.0.0.170       10.0.0.169    10000    30000    17        5           true     false    false    2                2.865         0.000         0        3836316
  10.000       SW       HW 0x0160152711753111         10.0.0.22       10.0.0.21    10001    30001    17        5           true     false    false    1                6.507         0.000         0        3780856
  10.000       SW       HW 0x0ea0e92711753111         10.0.0.234       10.0.0.233    10001    30001    17        5           true     false    false    2                8.972         0.000         0        3729624
  10.000       SW       HW 0x0760752712753211         10.0.0.118       10.0.0.117    10002    30002    17        5           true     false    false    1                6.699         0.000         0        3691938
  10.000       SW       HW 0x0880872712753211         10.0.0.136       10.0.0.135    10002    30002    17        5           true     false    false    1                2.816         0.000         0        3487683
  10.000       SW       HW 0x1221212711753111         10.0.1.34       10.0.1.33    10001    30001    17        5           true     false    false    2                3.978         0.000         0        3337163
  10.000       SW       HW 0x0fe0fd2710753011         10.0.0.254       10.0.0.253    10000    30000    17        5           true     false    false    2                6.581         0.000         0        3249200
  10.000       SW       HW 0x0ba0b92712753211         10.0.0.186       10.0.0.185    10002    30002    17        5           true     false    false    2                9.378         0.000         0        3195743
  10.000       SW       HW 0x0da0d92710753011         10.0.0.218       10.0.0.217    10000    30000    17        5           true     false    false    2                5.601         0.000         0        3186873
  10.000       SW       HW 0x0c00bf2712753211         10.0.0.192       10.0.0.191    10002    30002    17        5           true     false    false    2                3.333         0.000         0        3148864
  10.000       SW       HW 0x08a0892710753011         10.0.0.138       10.0.0.137    10000    30000    17        5           true     false    false    1                3.282         0.000         0        3108868
  10.000       SW       HW 0x06c06b2712753211         10.0.0.108       10.0.0.107    10002    30002    17        5           true     false    false    1                3.969         0.000         0        3104979
  10.000       SW       HW 0x0620612711753111         10.0.0.98       10.0.0.97    10001    30001    17        5           true     false    false    1                1.856         0.000         0        3064781
  10.000       SW       HW 0x0b80b72713753311         10.0.0.184       10.0.0.183    10003    30003    17        5           true     false    false    2                9.097         0.000         0        3062475
  10.000       SW       HW 0x11e11d2714753411         10.0.1.30       10.0.1.29    10004    30004    17        5           true     false    false    2                7.637         0.000         0        3038970
  10.000       SW       HW 0x0120112710753011         10.0.0.18       10.0.0.17    10000    30000    17        5           true     false    false    1                2.857         0.000         0        3032331
  10.000       SW       HW 0x0f60f52712753211         10.0.0.246       10.0.0.245    10002    30002    17        5           true     false    false    2                6.778         0.000         0        2992469
  10.000       SW       HW 0x0b40b32712753211         10.0.0.180       10.0.0.179    10002    30002    17        5           true     false    false    2                7.310         0.000         0        2971455
  10.000       SW       HW 0x1081072710753011         10.0.1.8       10.0.1.7    10000    30000    17        5           true     false    false    2                6.012         0.000         0        2953190
  10.000       SW       HW 0x06c06b2714753411         10.0.0.108       10.0.0.107    10004    30004    17        5           true     false    false    1                6.465         0.000         0        2950646
  10.000       SW       HW 0x0040032710753011         10.0.0.4       10.0.0.3    10000    30000    17        5           true     false    false    1                3.807         0.000         0        2933641
  10.000       SW       HW 0x0540532713753311         10.0.0.84       10.0.0.83    10003    30003    17        5           true     false    false    1                6.339         0.000         0        2892086
  10.000       SW       HW 0x02c02b2711753111         10.0.0.44       10.0.0.43    10001    30001    17        5           true     false    false    1                5.565         0.000         0        2827733
  10.000       SW       HW 0x0fc0fb2711753111         10.0.0.252       10.0.0.251    10001    30001    17        5           true     false    false    2                3.358         0.000         0        2810270
  10.000       SW       HW 0x0040032711753111         10.0.0.4       10.0.0.3    10001    30001    17        5           true     false    false    1                4.620         0.000         0        2750111
  10.000       SW       HW 0x00a0092714753411         10.0.0.10       10.0.0.9    10004    30004    17        5           true     false    false    1                6.435         0.000         0        2741872
  10.000       SW       HW 0x0a60a52710753011         10.0.0.166       10.0.0.165    10000    30000    17        5           true     false    false    2                1.029         0.000         0        2729369
  10.000       SW       HW 0x0d00cf2712753211         10.0.0.208       10.0.0.207    10002    30002    17        5           true     false    false    2                2.181         0.000         0        2672526
  10.000       SW       HW 0x0260252714753411         10.0.0.38       10.0.0.37    10004    30004    17        5           true     false    false    1                6.017         0.000         0        2664022
  10.000       SW       HW 0x0ba0b92711753111         10.0.0.186       10.0.0.185    10001    30001    17        5           true     false    false    2                8.502         0.000         0        2541805
  10.000       SW       HW 0x0b20b12715753511         10.0.0.178       10.0.0.177    10005    30005    17        5           true     false    false    2                7.665         0.000         0        2529903
  10.000       SW       HW 0x0480472710753011         10.0.0.72       10.0.0.71    10000    30000    17        5           true     false    false    1                1.098         0.000         0        2510996
  10.000       SW       HW 0x0440432713753311         10.0.0.68       10.0.0.67    10003    30003    17        5           true     false    false    1                3.715         0.000         0        2508390
  10.000       SW       HW 0x00a0092715753511         10.0.0.10       10.0.0.9    10005    30005    17        5           true     false    false    1                9.913         0.000         0        2502255
  10.000       SW       HW 0x0c60c52714753411         10.0.0.198       10.0.0.197    10004    30004    17        5           true     false    false    2                6.832         0.000         0        2457915
  10.000       SW       HW 0x0080072710753011         10.0.0.8       10.0.0.7    10000    30000    17        5           true     false    false    1                6.519         0.000         0        2448972
